drugName,Review,rating,Processed_Review,sentiment_score
Bupropion / naltrexone,I took this for five months and lost pounds I loved it but had to stop because it wasnt covered by my insurance and I could no longer handle the a month for it Would definitely love to know which medication in this pill is what suppressed my appetite so I could take that alone Would so take this again if I could afford it,8,I took five month lost pound I loved stop wasnt covered insurance I could longer handle month Would definitely love know medication pill suppressed appetite I could take alone Would take I could afford,0.8654203914105892
Fluconazole,Quickest relief ever Antibiotics always give me a yeast infection Vaginal creams are slow and yucky Fluconazole worked quickly and completely,10,Quickest relief ever Antibiotics always give yeast infection Vaginal cream slow yucky Fluconazole worked quickly completely,0.9999999701976776
Propofol,It was like going to sleep when you were a little kid and you were very tired and your bed felt delicious,10,It like going sleep little kid tired bed felt delicious,0.9999999897554517
Contrave,I stated taking Contrave a week ago I lost lbs so far I donrsquot feel hungry but I eat about X a day low carb some protein and fiber I drink plenty of water I sometimes feel nauseous I donrsquot like to take medications but I am trying to continue taking it because it seems like itrsquos working After reading some of the reviews I am more confident about it now Irsquove been thinking about major side effects with Contrave but no one has reported any so far Good luck everyone in this weight loss journey,8,I stated taking Contrave week ago I lost lb far I donrsquot feel hungry I eat X day low carb protein fiber I drink plenty water I sometimes feel nauseous I donrsquot like take medication I trying continue taking seems like itrsquos working After reading review I confident Irsquove thinking major side effect Contrave one reported far Good luck everyone weight loss journey,0.8649332128465176
Accutane,I didnt like my lips looking like sandpaper for months of my life but otherwise it worked,8,I didnt like lip looking like sandpaper month life otherwise worked,0.9890691637992859
Voltaren-XR,This worked great for my back pain and is nonnarcotic so I dont feel woozy,10,This worked great back pain nonnarcotic I dont feel woozy,0.9999999580904841
Victoza,I have been a type diabetic for yrs now I tried victoza in may As of today Sept th I have lost pounds Im down to metformin a day and my AC is great The side effects are minimal Mainly sour stomach but that can be controlled mostly by diet Low starch foods help alot Im so glad after trying a few newer meds that I found victoza,10,I type diabetic yr I tried victoza may As today Sept th I lost pound Im metformin day AC great The side effect minimal Mainly sour stomach controlled mostly diet Low starch food help alot Im glad trying newer med I found victoza,0.9999999930150807
Pimecrolimus,Frustrated with the lack of effectiveness of any of the medications I have been given for this condition including Elidel Still experiencing extreme itchiness oozing peeling and cracked skin Over the years more areas of my body is affected with this condition Painful and unsightly,5,Frustrated lack effectiveness medication I given condition including Elidel Still experiencing extreme itchiness oozing peeling cracked skin Over year area body affected condition Painful unsightly,0.970617457292974
Acetaminophen / oxycodone,This med helps to take the edge off enough for the pain to be tolerable I take HCL mg one every hours Compared to hydrocodone this is much better and faster relief Just be careful what you take with it,6,This med help take edge enough pain tolerable I take HCL mg one every hour Compared hydrocodone much better faster relief Just careful take,0.9382484751753509
Levonorgestrel,Ive been on birth control for a while now due to horrendous cramps and excessively heavy cycles And Ive always been an antikidhaving lady so hey it works for me So I ended up switching from the nuva ring which I loved to the Mirena Im not going to complain about pain because were all different and to be honest it really wasnt terrible a little discomfort But Ive had my Mirena for a little over years now and Ive gained pounds with no change in diet I have absolutely no energy for anything I work and go to school full time and Im recently married with no sex drive At first the Mirena was a God send no period no pill no hassle or worries But now Im counting down the days this evil thing is gone,4,Ive birth control due horrendous cramp excessively heavy cycle And Ive always antikidhaving lady hey work So I ended switching nuva ring I loved Mirena Im going complain pain different honest really wasnt terrible little discomfort But Ive Mirena little year Ive gained pound change diet I absolutely energy anything I work go school full time Im recently married sex drive At first Mirena God send period pill hassle worry But Im counting day evil thing gone,0.5604628622531891
Monistat 7,I used Monistat day and so far its ok At first it feels a little uncomfortable but after about minutes it goes away Ive seen everyone had bad results with the one day and three day Maybe because they are stronger than the seven days I hope the seven days works good Today is my first day using it Just wish the applicator was a little more comfortable,8,I used Monistat day far ok At first feel little uncomfortable minute go away Ive seen everyone bad result one day three day Maybe stronger seven day I hope seven day work good Today first day using Just wish applicator little comfortable,0.8974365562200546
Ethinyl estradiol / norgestimate,I started taking this bc pill a month and week ago At first I just got nauseous then I started getting migraines which were intense and the depression was horrible I was so emotional over stupid thingsI got my second pack and took it at pm woke up at am and felt fine but around I felt bad I was so weak I couldnt move and I was sweating and cold and my arm went numb and it felt like I had a hang over but worse my eyes hurt also I am getting off this pill and getting switched to a different kind This was the first bc pill Ive ever used,2,I started taking bc pill month week ago At first I got nauseous I started getting migraine intense depression horrible I emotional stupid thingsI got second pack took pm woke felt fine around I felt bad I weak I couldnt move I sweating cold arm went numb felt like I hang worse eye hurt also I getting pill getting switched different kind This first bc pill Ive ever used,0.014723227918148035
Pramipexole,This has really helped me I have had RLS all my life off and on The RLS is worse now I am yrs I have been on it almost a year I believe I may be getting some side effects lately I am so tired and cant seem to think straight sometimes I realize that could be from other things but I am going to talk to my Doctor on next visit It is a God send if you havent slept for nights,9,This really helped I RLS life The RLS worse I yr I almost year I believe I may getting side effect lately I tired cant seem think straight sometimes I realize could thing I going talk Doctor next visit It God send havent slept night,0.9714306980371475
Ethinyl estradiol / norgestimate,First of all I started taking birth control when I was I started to regulate and lighten my period I took Yaz for a year No problems After I turned my insurance dropped me so I went to a womens clinic and was given six months of the Ortho I have been taking it for four months now and once this pack is gone Im done The side effects are HORRIBLE I have no drive for sex Im moody I cry constantly My period is heavy and unpredictable It also lasts forever I havent gotten pregnant we use condoms as well though but thats the only plus My relationship is at stake here because of a pill,1,First I started taking birth control I I started regulate lighten period I took Yaz year No problem After I turned insurance dropped I went woman clinic given six month Ortho I taking four month pack gone Im done The side effect HORRIBLE I drive sex Im moody I cry constantly My period heavy unpredictable It also last forever I havent gotten pregnant use condom well though thats plus My relationship stake pill,0.13423534110188484
AndroGel,I am years old Prior to starting pumps daily of Andro Gel months ago T level was low energy and almost no sex drive plus often could not maintain an erection After only a couple of weeks there was a big turnaround good erections and libido what it was at age Did notice I was a bit more aggressive Then about the rd month things went downhill with things back pretty much as they were before Andro Gel Presently awaiting results of test to see where T levels stands,5,I year old Prior starting pump daily Andro Gel month ago T level low energy almost sex drive plus often could maintain erection After couple week big turnaround good erection libido age Did notice I bit aggressive Then rd month thing went downhill thing back pretty much Andro Gel Presently awaiting result test see T level stand,0.6970861256122589
Ethinyl estradiol / norgestimate,Face cleared Gained pounds No vomiting for me or irregular mood swings Also my periods are very very precise Only bad thing is the super decreased limbo Just dont care for it anymore it seems,7,Face cleared Gained pound No vomiting irregular mood swing Also period precise Only bad thing super decreased limbo Just dont care anymore seems,0.8477399781346322
Victoza,All the side effects,1,All side effect,0.5221413187682629
Ethinyl estradiol / norgestimate,Slow and steady definitely wins this race I was skeptical going on birth control to fix my ongoing acne battle especially since I am not sexually active I have been on it for months now and I am so grateful I did this My acne has cleared up and I expect it to be closer to for the next pack It was hard to be patient those months of wondering if it would work but it did and Im soo happy about it At first I noticed some swelling and tenderness in the chest but that subsided after about weeks once my body got a bit more used to it I had a few pounds of weight gain but that has since come off too and may have been just water weight,9,Slow steady definitely win race I skeptical going birth control fix ongoing acne battle especially since I sexually active I month I grateful I My acne cleared I expect closer next pack It hard patient month wondering would work Im soo happy At first I noticed swelling tenderness chest subsided week body got bit used I pound weight gain since come may water weight,0.9103753507137299
Nitrofurantoin,Although I think I might have kidney stones instead of a UTI due to vast amounts of blood in my urine and no pain when I urinate my only side effect is nausea I cant say if it actually helped with symptoms because I still have side and belly pain after days of being on it Just because one person might have one side effect or allergic reaction doesnt mean the next person will Everyones body is different and what doesnt work for one person might work for the other,10,Although I think I might kidney stone instead UTI due vast amount blood urine pain I urinate side effect nausea I cant say actually helped symptom I still side belly pain day Just one person might one side effect allergic reaction doesnt mean next person Everyones body different doesnt work one person might work,1.0000000763684511
Metronidazole,Ive been taking metronidazoles for days a day and Im still in agony Ive tried so many painkillers and nothing helps my right side of my face is in agony and I cant eat or drink anything hot or too cold cold air hurts my gums also anyone have any advice,5,Ive taking metronidazole day day Im still agony Ive tried many painkiller nothing help right side face agony I cant eat drink anything hot cold cold air hurt gum also anyone advice,0.9580628555268049
Ziprasidone,This was the worst experience Ive had with a medication I had to go off Lithium because it gave me hypothyroidism and diabetes insipidus and Geodon was a replacement I was given Geodon at the lowest dose for about two weeks I was okay but experiencing a bit of random anxiety Then my dose was upped and I had a panic attack Ive only had of those in my life before within hrs Several days later I was in the ER with suicidal thoughts for the first time in years As far as general effectiveness goes before the dosage increase sent everything haywire I got depressed right away once totally off the Lithium so it wasnt really helping anyway The suicidal thoughts and anxiety were gone within hrs after I stopped taking it,1,This worst experience Ive medication I go Lithium gave hypothyroidism diabetes insipidus Geodon replacement I given Geodon lowest dose two week I okay experiencing bit random anxiety Then dose upped I panic attack Ive life within hr Several day later I ER suicidal thought first time year As far general effectiveness go dosage increase sent everything haywire I got depressed right away totally Lithium wasnt really helping anyway The suicidal thought anxiety gone within hr I stopped taking,0.03145664632320404
Acetaminophen / butalbital / caffeine,I have been suffering from terrible allergies due to hay fever The allergies caused horrible headaches Doctor gave me a prescription for butalbital Fioricet It helped so much I was taking Excedrin migraine however it was keeping me up at night Everyone who suffers must try it It is inexpensive compared to most migraine medications,9,I suffering terrible allergy due hay fever The allergy caused horrible headache Doctor gave prescription butalbital Fioricet It helped much I taking Excedrin migraine however keeping night Everyone suffers must try It inexpensive compared migraine medication,0.982934008538723
Naproxen,One thing Ive learned is to avoid dairy products and too much fat about a week to days before my period I helps a lot with reducing bloating and cramps I still have to use medication to control the cramps but no dairy makes a huge difference,7,One thing Ive learned avoid dairy product much fat week day period I help lot reducing bloating cramp I still use medication control cramp dairy make huge difference,0.8490615166723728
Medroxyprogesterone,I cant rate this a because it is DEFINITELY not perfect No birth control method is However I enjoy being on it What I like about Depo Provera is that its a shot I have to get every months its GREAT not having to worry about birth control inbetween shots I dont have to swallow or insert anything or worry about not taking it on time For me it also stops periods which is the number reason I love it the number reason being that its very effective at preventing pregnancy I got my first Depo Provera shot when I was to stop periods I kept bleeding and spotting and was told that would eventually go away by the nd or rd shot That didnt bother me,8,I cant rate DEFINITELY perfect No birth control method However I enjoy What I like Depo Provera shot I get every month GREAT worry birth control inbetween shot I dont swallow insert anything worry taking time For also stop period number reason I love number reason effective preventing pregnancy I got first Depo Provera shot I stop period I kept bleeding spotting told would eventually go away nd rd shot That didnt bother,0.8596606202423572
Nuvigil,I was diagnosed with idiopathic hypersomnia after months of falling asleep during the day and very early at night It very much affects my life making me feel overwhelmed and unable to complete what a normal person should be able to do I was put on Nuvigil and a few hours after taking the first pill I began to feel jittery It lasted a couple of hours and as that feeling left I got migraines The migraines lasted for days I then had days where I felt absolutely awesome I slept fine at night and had ample energy to get through my day The next days I felt tired and dragging again The last day I was tired depressed and crying on and off all day I am now off the medication,3,I diagnosed idiopathic hypersomnia month falling asleep day early night It much affect life making feel overwhelmed unable complete normal person able I put Nuvigil hour taking first pill I began feel jittery It lasted couple hour feeling left I got migraine The migraine lasted day I day I felt absolutely awesome I slept fine night ample energy get day The next day I felt tired dragging The last day I tired depressed cry day I medication,0.5273568004369735
Moxifloxacin,Avelox did promptly clear up bronchitis and sinusitis My ankles were so swollen that I could only wear loose fitting houseshoes for the day treatment time It made me feel jittery and caused abdominal cramps,6,Avelox promptly clear bronchitis sinusitis My ankle swollen I could wear loose fitting houseshoes day treatment time It made feel jittery caused abdominal cramp,0.8812631234526634
Methadone,Best pain medication I have been on Started because it was one of the cheapest and long acting The only major problem is that it destroyed my teeth It does not make me feel high just normal it is however a very difficult medication to stop taking I would not give up my methadone for any other treatment especially suboxone,9,Best pain medication I Started one cheapest long acting The major problem destroyed teeth It make feel high normal however difficult medication stop taking I would give methadone treatment especially suboxone,0.9631982535123825
Celecoxib,I LOVE Celebrex I have degenerative disk disease bulged disk and degenerative hips My doctor had me try it after learning how I can tolerate ibupropen a day I have been better as far as the daily pain I can do things in exercise that I could not before due to the pain I take homeopathic anti inflammatory supplements as well I am a year old photographer pilates student and teacher living in pain for over years So wonderful to have this relief,10,I LOVE Celebrex I degenerative disk disease bulged disk degenerative hip My doctor try learning I tolerate ibupropen day I better far daily pain I thing exercise I could due pain I take homeopathic anti inflammatory supplement well I year old photographer pilate student teacher living pain year So wonderful relief,1.000000037252903
Aspirin / butalbital / caffeine,This drug is phenomenal for migraines as long as you catch it early,10,This drug phenomenal migraine long catch early,0.9999999701976776
Montelukast,I was prescribed this for headaches and eye irritation for allergies Been taking it for a month No improvement or change in symptoms Drs office said it takes a few days to help symptoms pharmacist said it can take weeks to build up on in your system The generic is cheap but after a month no change Dont know if its med not working or mis diagnosis,2,I prescribed headache eye irritation allergy Been taking month No improvement change symptom Drs office said take day help symptom pharmacist said take week build system The generic cheap month change Dont know med working mi diagnosis,0.49155102521181104
Saliva substitutes,It has the most disgusting taste it made me sick Retail price over and I threw it away,1,It disgusting taste made sick Retail price I threw away,-0.07353535704314709
Atomoxetine,years old pounds Severe paranoia from stimulants and Wellbutrin caffeine as well Nowhere else to turn I started on Straterra mg twice a day Effects in first hours Felt manicish Sleep pattern disrupted Cola colored urine stains on the toilet bowl when not flushed Smoking desire enhanced weeks later same dosage Very focused Used together occasionally with an antipsychotic and antianxiety for when any panic attacks manicness or paranoia begins to occur Studying time increased Comprehension enhanced Distractions minimized Recommend this medicine at mg for those with side effects from stimulants,9,year old pound Severe paranoia stimulant Wellbutrin caffeine well Nowhere else turn I started Straterra mg twice day Effects first hour Felt manicish Sleep pattern disrupted Cola colored urine stain toilet bowl flushed Smoking desire enhanced week later dosage Very focused Used together occasionally antipsychotic antianxiety panic attack manicness paranoia begin occur Studying time increased Comprehension enhanced Distractions minimized Recommend medicine mg side effect stimulant,0.9909614957869053
Escitalopram,Ive been on lexapro for several years I have to say for some the initial side effects can be overwhelming but stick with it because it will help most of us You can train yourself to overcome the sexual side effects and weight gain can be controlled through proper exercise and diet Im not an active person but have to remind myself to hit the gym several times a week Doing so will greatly and positively affect your mood as well so just pretend like you have no choice and GO Also please remember there is no quotmagic pillquot we have to take responsibility for our own happiness which includes lots more than just taking antidepressants Hope this helps some,8,Ive lexapro several year I say initial side effect overwhelming stick help u You train overcome sexual side effect weight gain controlled proper exercise diet Im active person remind hit gym several time week Doing greatly positively affect mood well pretend like choice GO Also please remember quotmagic pillquot take responsibility happiness includes lot taking antidepressant Hope help,0.8496598072350026
Doxycycline,Okay so Ive had pneumonia Viral and now Im left with post viral bacterial bronchitis infection Ive been given Doxycycline Sandoz tablets and have only taken six tablets Now my doctor also notice that I also have quiet severe acne and scaring He explained about the medicine and said if my skin starts clearing up let him know and I can get more My experience so far is amazing only reason why its one off from is because I did break out in the first days and it brought up an ugly big pimple that has left me bruised days later almost gone My face is not sore as it was before On top of it I do have a daily routine sometimes I take Bio Zinic tablets deep cleanser Niva and RealU cream on affected areas I clean my face days a week,9,Okay Ive pneumonia Viral Im left post viral bacterial bronchitis infection Ive given Doxycycline Sandoz tablet taken six tablet Now doctor also notice I also quiet severe acne scaring He explained medicine said skin start clearing let know I get My experience far amazing reason one I break first day brought ugly big pimple left bruised day later almost gone My face sore On top I daily routine sometimes I take Bio Zinic tablet deep cleanser Niva RealU cream affected area I clean face day week,0.9763639852404594
Latuda,Ive taken a lot of medications I was prescribed latuda and it wasnt a very good experience I couldnt even sit down to watch a movie without feeling jittery and needing to be on the go When it was bed time my legs were so restless I couldnt sleep I would lay in bed kicking my legs non stop Ill never take this again,3,Ive taken lot medication I prescribed latuda wasnt good experience I couldnt even sit watch movie without feeling jittery needing go When bed time leg restless I couldnt sleep I would lay bed kicking leg non stop Ill never take,-0.2307563182897866
Anastrozole,I have been on anastozole for a year and half was on tamoxifen for a year before but now gone through menopause I was a fit year old before I always have horrible taste in mouth struggle to get up to walk especially from out of bed my joints are so painful I struggle to grip lost the steering wheel the other week and nearly shot off road fuzzy head hot sweats think Ive made the decision to come off it and hope for the best,6,I anastozole year half tamoxifen year gone menopause I fit year old I always horrible taste mouth struggle get walk especially bed joint painful I struggle grip lost steering wheel week nearly shot road fuzzy head hot sweat think Ive made decision come hope best,0.9517494961619377
Linaclotide,Before starting Linzess at age yr ago I was going to the bathroom about once every weeks Eventually laxatives were necessary but still I was going maybe times a month I was experiencing severe stomach pains that left me in bed for hours at a time daily eventually I ended up in the ER Within hours of starting Linzess I went to the bathroom Yes the first few days it was diarrhea Within the first week I was having regular bowel movements and have been having about day since then MY STOMACH PAIN HAS DISAPPEARED thats huge Gas Yes all the time Diarrhea Only if I take it too late in the day Increased hunger Yes obviously because my stomach is empty Worth it billion percent,10,Before starting Linzess age yr ago I going bathroom every week Eventually laxative necessary still I going maybe time month I experiencing severe stomach pain left bed hour time daily eventually I ended ER Within hour starting Linzess I went bathroom Yes first day diarrhea Within first week I regular bowel movement day since MY STOMACH PAIN HAS DISAPPEARED thats huge Gas Yes time Diarrhea Only I take late day Increased hunger Yes obviously stomach empty Worth billion percent,0.9999999813735485
Phenol,I will personally attest to this years ago as a teenager I came home from school one day with a terrible sore throat I squirted quite a bit of Chloraseptic into my throat and swallowed more than I should have Within hours I fell into what I have described all these years later as a comalike state of awareness for a good majority of the rest of that week I finally began to come out of that state days later It was never discussed with any doctor so I just chalked it up to some freak of nature I am without a doubt now assured the phenol ingredient was the cause to my negative reaction to swallowing the Chloraseptic,6,I personally attest year ago teenager I came home school one day terrible sore throat I squirted quite bit Chloraseptic throat swallowed I Within hour I fell I described year later comalike state awareness good majority rest week I finally began come state day later It never discussed doctor I chalked freak nature I without doubt assured phenol ingredient cause negative reaction swallowing Chloraseptic,0.8427466839551926
Nexplanon,I have been on Nexplanon for about a year and a half now I decided to go with this form of BC because I am so forgetful that the pill was just not an option for me This has honestly been one of the most frustrating experiences I have ever had When I first got it inserted in my arm I noticed I had my period practically everyday and this went on for about months until I went back to my gynecologist and she said it was completely normal and that it should stop Well it hasnt at all Everyday I have spotting and its gotten to the point where I have to wear a tampon every day Every time I have sex there is always blood everywhere And its hard explaining why I am always on my period to my partner and its made me self conscious,2,I Nexplanon year half I decided go form BC I forgetful pill option This honestly one frustrating experience I ever When I first got inserted arm I noticed I period practically everyday went month I went back gynecologist said completely normal stop Well hasnt Everyday I spotting gotten point I wear tampon every day Every time I sex always blood everywhere And hard explaining I always period partner made self conscious,0.06751993894577024
Duloxetine,Prescribed via a Psychiatrist for severe Panic attacks for years If I take dosage late or forget to take it the withdrawal symptoms kick in Gnawing physical pain breathlessness disorientation to time difficulties in word finding while speaking severe muscle pain and stiffness nausea labile emotions and panic,1,Prescribed via Psychiatrist severe Panic attack year If I take dosage late forget take withdrawal symptom kick Gnawing physical pain breathlessness disorientation time difficulty word finding speaking severe muscle pain stiffness nausea labile emotion panic,0.2247726319357753
Magnesium sulfate / potassium sulfate / sodium sulfate,I had been putting off colonoscopy for years due to fear of prep despite the fact my mother had colon cancer when she was I am now and couldnt put it off any longer I have to say Suprep was great Follow doctorkit instructions exactly Works within min after dosing Done using bathroom within hours Tips Eat lightly or so days prior eating mainly soft foods Hydrate yourself several days prior also making sure to get lots of extra fluidselectrolytes Dont drink too much right before dosing so that you can get all the solutionwater down comfortably Do drink as much fluid as you can in between doses to stay hydrated And RELAX Positive attitude goes along way I would definitely use this product again,9,I putting colonoscopy year due fear prep despite fact mother colon cancer I couldnt put longer I say Suprep great Follow doctorkit instruction exactly Works within min dosing Done using bathroom within hour Tips Eat lightly day prior eating mainly soft food Hydrate several day prior also making sure get lot extra fluidselectrolytes Dont drink much right dosing get solutionwater comfortably Do drink much fluid dos stay hydrated And RELAX Positive attitude go along way I would definitely use product,0.9435531355440617
Fentanyl,I have been on the duragesic patches mcg every days a little over years for chronic pain due to a failed lumbar fusion surgery Before going on the patch I was taking loritabs a day which tore my gastrointestinal system apart These patches were a Godsend with norco as a break through med I usually only have to take if I get a little over active The only reason I didnt rate a was a few side effects sweats and constipation being the worse gains beat that easy,9,I duragesic patch mcg every day little year chronic pain due failed lumbar fusion surgery Before going patch I taking loritabs day tore gastrointestinal system apart These patch Godsend norco break med I usually take I get little active The reason I didnt rate side effect sweat constipation worse gain beat easy,0.9961853794753551
Mirtazapine,Suffered from anxiety and depression for months with over side effects Took citalopram and Prozac but both only worsened my side effects Finally doctor gave me mirtazapine and almost overnight I seemed to improve Had my first full sleep in months and felt like eating again Slowly over the course of week all side effects left me and within weeks I was more or less off the medicine months later I lead my old life again If you suffer from sleep and have lost your appetite due to anxiety give this a go Good luck,10,Suffered anxiety depression month side effect Took citalopram Prozac worsened side effect Finally doctor gave mirtazapine almost overnight I seemed improve Had first full sleep month felt like eating Slowly course week side effect left within week I le medicine month later I lead old life If suffer sleep lost appetite due anxiety give go Good luck,1.0000000447034836
Alprazolam,Ive been tormented by anxiety since childhood I am years old and have been through a lot in my life Ive been diagnosed with depression bipolar disorder and anxiety panic attacks ADD Ive been medicated most my life as well My anxiety got so bad in high school that I had to be home schooled I wake up in the morning feeling like my heart will explode for no apparent reason I get intense irrational fear and intense impulses to harm myself because I just cant take it and get frustrated I start throwing and breaking things I cant stand to be alone a lot of the time Xanax works fast and calms me down without knocking me out Depending on the severity of my attacks I take up to mg No less than mg,10,Ive tormented anxiety since childhood I year old lot life Ive diagnosed depression bipolar disorder anxiety panic attack ADD Ive medicated life well My anxiety got bad high school I home schooled I wake morning feeling like heart explode apparent reason I get intense irrational fear intense impulse harm I cant take get frustrated I start throwing breaking thing I cant stand alone lot time Xanax work fast calm without knocking Depending severity attack I take mg No le mg,1.0000000828877091
Venlafaxine,Worked for weeks then stopped,1,Worked week stopped,0.7425729312002659
Levonorgestrel,Ok girls if your reading this its because you are scared because u think ur pregnant and dont understand plan b I sadly am and had unprotected sex with my bf I am on birth control but being stupid I was still scared even tho he didnt cum inside of me so I took plan b anyways the week after I had sex again unprotected but this time he cummed inside and that scared me so even tho I am on birth control I took plan b about hours later I have had awful side affects dizziness being nauseous and headaches have been killing me for about a week now I was supposed to get my period last night during the night and I didnt so I started getting really scared but tonight I finally got it and it was a big relief Plan b works dont worry,10,Ok girl reading scared u think ur pregnant dont understand plan b I sadly unprotected sex bf I birth control stupid I still scared even tho didnt cum inside I took plan b anyways week I sex unprotected time cummed inside scared even tho I birth control I took plan b hour later I awful side affect dizziness nauseous headache killing week I supposed get period last night night I didnt I started getting really scared tonight I finally got big relief Plan b work dont worry,0.9999999757856131
Lansoprazole,Stopped the symptoms heartburn and reflux immediately and completely No side effects For me a wonder pill,10,Stopped symptom heartburn reflux immediately completely No side effect For wonder pill,1.0000000074505806
Liraglutide,Started taking Saxenda on April th and have had only a few side effects I have some nausea and a headache in the evenings Im hoping this subsides the longer Ive been on it I have lost lbs which is an amazing accomplishment for me I have not been able to loose more than lbs no matter what diet Ive tried I get full very fast only eating about what I used to eat at each meal Sleeping great but am experiencing a great deal of fatigue especially late afternoon and evening Will continue on and hope this weight loss continues The doctor gave me a month of samples so I didnt waste money if it didnt agree with me,7,Started taking Saxenda April th side effect I nausea headache evening Im hoping subsides longer Ive I lost lb amazing accomplishment I able loose lb matter diet Ive tried I get full fast eating I used eat meal Sleeping great experiencing great deal fatigue especially late afternoon evening Will continue hope weight loss continues The doctor gave month sample I didnt waste money didnt agree,0.9357841268181801
Nardil,This medication is brilliant Completely got rid of my depression and social phobia I take mgday The SSRIs didnt really work Was laying on the bed all day thinking of suicide and death After I started Nardil my life completely changed Thank goodness for the medication,10,This medication brilliant Completely got rid depression social phobia I take mgday The SSRIs didnt really work Was laying bed day thinking suicide death After I started Nardil life completely changed Thank goodness medication,1.0000000149011612
Milnacipran,The medication helped my pain and did not increase my appetite But I ended up in the hospital with of the side effects including irregular heart rate and low potassium levels,2,The medication helped pain increase appetite But I ended hospital side effect including irregular heart rate low potassium level,0.8363416999578476
Ledipasvir / sofosbuvir,Im female and last night I took my first pill Ive had Hep C since about I looked at that pill a long time before I took it It seems too good to be true and Im afraid of the side effects Still this morning I still feel the same as ever It would be nice if it just continued this way I will make it through this treatment and I will get cured,9,Im female last night I took first pill Ive Hep C since I looked pill long time I took It seems good true Im afraid side effect Still morning I still feel ever It would nice continued way I make treatment I get cured,0.9171296119689941
Oxymorphone,After breaking my neck and back in a car accident I was given mg Oxycontin and mg oxycodone IR per day Over a period of months the effectiveness decreased Introduced to Opana they worked x better without having the euphoric feeling major for me Due to cost I switched from Opana ER xmg per day to the generic oxymorphone xmg per day Although generic does not last as long as the Opana brand taking X per day every hours works very well Rarely do I have the level of pain I used to while taking other medicines If I could take every I do not think I would need to take as many IR pills as I do,8,After breaking neck back car accident I given mg Oxycontin mg oxycodone IR per day Over period month effectiveness decreased Introduced Opana worked x better without euphoric feeling major Due cost I switched Opana ER xmg per day generic oxymorphone xmg per day Although generic last long Opana brand taking X per day every hour work well Rarely I level pain I used taking medicine If I could take every I think I would need take many IR pill I,0.919665952026844
Testosterone,It doesnt work for me I have been on mg a day for four months one mg and one mg patches My testosterone was slightly above before the patches and today is Thats right,1,It doesnt work I mg day four month one mg one mg patch My testosterone slightly patch today Thats right,0.30840683951973913
Acetaminophen / aspirin / caffeine,I dont get headaches very often but when I do they are bad I take Excedrin and it is gone in minutes,10,I dont get headache often I bad I take Excedrin gone minute,0.9999999552965164
Zoloft,I was very very bad at one point with my anxieyy and depression and the OCD they were all working together against me the horrible disgusting thoughts from the OCD was driving me into constant panic attacks and anxiety through the roof Which drove me to stay in doors and avoid triggers which then pushed me into a deep deep depression Ive been on zoloft now for about months on a low dose of of mg and I feel much better I was able to go out and get a job which I am excelling at and got three raises in months I have felt a bit of the anxiety and ocd poking out once in a while but I may need to raise the dose but over all this med had changed my life so far if you are in a rut and are down dont give up you can regain your life back,10,I bad one point anxieyy depression OCD working together horrible disgusting thought OCD driving constant panic attack anxiety roof Which drove stay door avoid trigger pushed deep deep depression Ive zoloft month low dose mg I feel much better I able go get job I excelling got three raise month I felt bit anxiety ocd poking I may need raise dose med changed life far rut dont give regain life back,1.0000000149011612
Azithromycin,I am allergic to most antibiotics including Amoxicillin and Erythromycin Upon reaching my th month of pregnancy my family all came down with bronchitis and unfortunately I caught it as well the doctors prescribed me the Z Pack and within hours I felt tremendously better which says a lot considering I was in so much pain I could hardly even function It took away the body aches the hotcold sweats the fever and suppressed my coughing Of the few antibiotics Im able the Z Pack always has and will be my first choice it never ceases to amaze me at how quickly and effectively it works My whole family swears by it Highly recommended and two thumbs up The occasional side effect is worth it,10,I allergic antibiotic including Amoxicillin Erythromycin Upon reaching th month pregnancy family came bronchitis unfortunately I caught well doctor prescribed Z Pack within hour I felt tremendously better say lot considering I much pain I could hardly even function It took away body ache hotcold sweat fever suppressed coughing Of antibiotic Im able Z Pack always first choice never cease amaze quickly effectively work My whole family swears Highly recommended two thumb The occasional side effect worth,1.0000000223517418
Lupron Depot,Had a large pedunctulated fibroid tumor on my uterus shot was administered they found my fibroid got larger after months Had to have a partial hysterectomy to have it removed so I could sit drive and have sex without being uncomfortable or bleeding I had every side effect which was miserable I had extreme hair loss thinning and Im still trying to grow it back this drug did not work for me It has been over a year,1,Had large pedunctulated fibroid tumor uterus shot administered found fibroid got larger month Had partial hysterectomy removed I could sit drive sex without uncomfortable bleeding I every side effect miserable I extreme hair loss thinning Im still trying grow back drug work It year,0.5523294031620025
Ethinyl estradiol / levonorgestrel,Im years old with kids I got aubra birth control pills from planned parenthood The first week was fantastic but on my second week I noticed some acne or rashes on my forehead By the end of the second week it spread all over my FACE and CHEST,3,Im year old kid I got aubra birth control pill planned parenthood The first week fantastic second week I noticed acne rash forehead By end second week spread FACE CHEST,0.4494821861386299
